,AnimalID,Name,DateTime,OutcomeType,OutcomeSubtype,AnimalType,SexuponOutcome,AgeuponOutcome,Breed,Color,dt_year,dt_month,dt_dayofweek,AgeuponOutcome_days,sex,desexed,Breed_is_mix,dogsize
9588,A721033,Little Bit,2016-02-20 16:18:00,Return_to_owner,,Dog,Neutered Male,9 months,Rat Terrier Mix,Black Brindle/White,2016,2,5,270.0,Male,Yes,True,s
9589,A687244,,2014-09-04 13:12:00,Euthanasia,Suffering,Dog,Intact Female,10 years,Standard Schnauzer/Border Terrier,White/Red Merle,2014,9,3,3650.0,Female,No,False,m
9590,A678585,,2014-05-10 17:44:00,Transfer,Partner,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Blue,2014,5,5,21.0,Female,No,True,u
9591,A681091,Milburn,2014-06-19 14:34:00,Transfer,Partner,Cat,Neutered Male,3 years,Domestic Shorthair Mix,Orange Tabby,2014,6,3,1095.0,Male,Yes,True,u
9592,A696005,,2015-02-03 13:29:00,Transfer,Partner,Dog,Spayed Female,5 months,Dachshund Wirehair/Norfolk Terrier,Buff,2015,2,1,150.0,Female,Yes,False,s
9593,A570741,Scott,2014-07-06 14:19:00,Return_to_owner,,Dog,Neutered Male,14 years,Australian Shepherd Mix,Blue/Tan,2014,7,6,5110.0,Male,Yes,True,m
9594,A526647,Yeti,2015-04-02 15:20:00,Return_to_owner,,Dog,Neutered Male,6 years,Maltese Mix,White/White,2015,4,3,2190.0,Male,Yes,True,s
9595,A690444,Buddy,2014-12-04 12:29:00,Transfer,Partner,Cat,Neutered Male,2 years,Domestic Longhair,Black/White,2014,12,3,730.0,Male,Yes,False,u
9596,A700350,,2015-04-12 16:20:00,Transfer,Partner,Cat,Unknown,5 days,Domestic Shorthair Mix,Black,2015,4,6,5.0,,,True,u
9597,A673194,,2014-02-26 17:29:00,Adoption,,Dog,Spayed Female,3 months,Chihuahua Shorthair Mix,Tan/White,2014,2,2,90.0,Female,Yes,True,s
9598,A675513,,2014-05-24 13:04:00,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby/White,2014,5,5,60.0,Male,Yes,True,u
9599,A689050,Cherie,2014-10-27 16:53:00,Transfer,Partner,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Brown Tabby,2014,10,0,60.0,Female,Yes,True,u
9600,A701392,,2015-04-29 09:00:00,Transfer,SCRP,Cat,Unknown,4 years,Domestic Longhair Mix,Black,2015,4,2,1460.0,,,True,u
9601,A692460,,2014-11-25 18:43:00,Transfer,SCRP,Cat,Intact Female,3 months,Domestic Shorthair Mix,Torbie,2014,11,1,90.0,Female,No,True,u
9602,A670388,,2014-01-11 16:16:00,Euthanasia,Suffering,Cat,Neutered Male,12 years,Domestic Shorthair Mix,Brown Tabby,2014,1,5,4380.0,Male,Yes,True,u
9603,A686818,Ruger,2014-09-17 16:12:00,Adoption,Foster,Dog,Neutered Male,2 months,Labrador Retriever Mix,Black,2014,9,2,60.0,Male,Yes,True,m
9604,A678762,Charlie,2014-05-14 18:52:00,Adoption,,Dog,Neutered Male,6 years,Pomeranian Mix,Black/Gray,2014,5,2,2190.0,Male,Yes,True,s
9605,A665849,Scooter,2014-03-10 16:59:00,Transfer,Partner,Dog,Neutered Male,2 years,Chihuahua Shorthair Mix,Tan,2014,3,0,730.0,Male,Yes,True,s
9606,A673882,,2014-03-07 14:39:00,Transfer,Partner,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Brown Tabby,2014,3,4,21.0,Male,No,True,u
9607,A699374,Damian,2015-03-27 11:45:00,Return_to_owner,,Dog,Intact Male,2 years,Rottweiler,Black/Tan,2015,3,4,730.0,Male,No,False,m
9608,A687301,Sidney,2014-09-18 13:18:00,Adoption,,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Blue Tabby,2014,9,3,365.0,Female,Yes,True,u
9609,A696704,,2015-02-14 17:26:00,Adoption,,Dog,Spayed Female,4 years,Yorkshire Terrier/Norfolk Terrier,Tan,2015,2,5,1460.0,Female,Yes,False,s
9610,A711900,,2015-09-13 16:39:00,Transfer,Partner,Cat,Unknown,2 weeks,Domestic Shorthair Mix,Orange Tabby,2015,9,6,14.0,,,True,u
9611,A690193,,2014-10-16 16:55:00,Transfer,Partner,Dog,Intact Female,1 month,Plott Hound Mix,Black,2014,10,3,30.0,Female,No,True,m
9612,A682104,,2014-06-24 16:33:00,Transfer,Partner,Dog,Intact Female,5 weeks,Australian Cattle Dog Mix,Black/Brown,2014,6,1,35.0,Female,No,True,m
9613,A687011,Gigi,2014-12-07 11:32:00,Transfer,Partner,Dog,Spayed Female,11 months,Boston Terrier Mix,Black/White,2014,12,6,330.0,Female,Yes,True,s
9614,A698883,,2015-03-19 12:37:00,Euthanasia,Suffering,Cat,Intact Male,1 year,Domestic Shorthair Mix,Black/White,2015,3,3,365.0,Male,No,True,u
9615,A717022,Pickles,2015-12-13 16:20:00,Adoption,,Dog,Neutered Male,1 year,Swedish Vallhund Mix,Tan/Black,2015,12,6,365.0,Male,Yes,True,m
9616,A706766,Radar,2016-02-13 10:17:00,Adoption,Foster,Cat,Neutered Male,2 years,Domestic Shorthair Mix,White/Orange Tabby,2016,2,5,730.0,Male,Yes,True,u
9617,A715630,Cody,2015-11-07 19:13:00,Return_to_owner,,Dog,Intact Male,5 years,Basset Hound Mix,Brown,2015,11,5,1825.0,Male,No,True,m
9618,A704299,Farrah,2015-06-18 18:23:00,Transfer,Partner,Dog,Spayed Female,6 years,Siberian Husky Mix,White/Black,2015,6,3,2190.0,Female,Yes,True,m
9619,A707859,Bernie,2015-12-31 14:42:00,Return_to_owner,,Dog,Neutered Male,2 years,Pit Bull Mix,Brown/White,2015,12,3,730.0,Male,Yes,True,m
9620,A163459,Sasha,2014-11-14 19:28:00,Return_to_owner,,Dog,Intact Female,15 years,Miniature Schnauzer Mix,Black/Gray,2014,11,4,5475.0,Female,No,True,s
9621,A701598,Moby,2015-05-09 14:07:00,Transfer,Partner,Dog,Intact Male,2 years,Australian Shepherd Mix,Cream,2015,5,5,730.0,Male,No,True,m
9622,A708839,Doug,2015-10-01 12:09:00,Transfer,Partner,Cat,Neutered Male,2 months,Domestic Medium Hair,Orange Tabby,2015,10,3,60.0,Male,Yes,False,u
9623,A683999,,2014-07-18 18:25:00,Transfer,Partner,Cat,Unknown,1 weeks,Domestic Shorthair Mix,Brown Tabby,2014,7,4,7.0,,,True,u
9624,A665618,,2013-10-21 16:04:00,Transfer,SCRP,Cat,Intact Female,5 months,Domestic Shorthair Mix,Calico/White,2013,10,0,150.0,Female,No,True,u
9625,A682524,Rio,2014-07-02 14:16:00,Return_to_owner,,Dog,Neutered Male,4 years,Doberman Pinsch/Australian Cattle Dog,Tan/Gray,2014,7,2,1460.0,Male,Yes,False,l
9626,A667455,Bebop,2013-11-20 13:32:00,Transfer,Partner,Dog,Spayed Female,1 year,Chihuahua Shorthair/Lhasa Apso,White/Tan,2013,11,2,365.0,Female,Yes,False,s
9627,A668223,Bodi,2013-12-07 11:02:00,Return_to_owner,,Dog,Neutered Male,5 years,Labrador Retriever/Border Collie,Black/White,2013,12,5,1825.0,Male,Yes,False,m
9628,A710797,Rusty,2015-09-01 00:00:00,Transfer,Partner,Dog,Neutered Male,1 year,English Pointer Mix,Brown/White,2015,9,1,365.0,Male,Yes,True,u
9629,A705185,,2015-06-14 14:30:00,Transfer,Partner,Cat,Unknown,2 weeks,Domestic Shorthair Mix,Black/White,2015,6,6,14.0,,,True,u
9630,A712526,,2015-09-24 18:23:00,Transfer,Partner,Cat,Unknown,3 weeks,Domestic Shorthair Mix,Brown Tabby/White,2015,9,3,21.0,,,True,u
9631,A679979,Fifi,2014-07-13 19:32:00,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Black/White,2014,7,6,60.0,Female,Yes,True,u
9632,A694845,,2015-01-20 14:42:00,Transfer,Partner,Dog,Intact Female,2 weeks,Border Collie Mix,Black/White,2015,1,1,14.0,Female,No,True,m
9633,A680823,,2014-06-08 14:08:00,Euthanasia,Suffering,Cat,Intact Female,1 month,Domestic Longhair Mix,Blue/White,2014,6,6,30.0,Female,No,True,u
9634,A713159,,2015-10-04 09:00:00,Transfer,SCRP,Cat,Intact Female,1 year,Domestic Shorthair Mix,Calico,2015,10,6,365.0,Female,No,True,u
9635,A699885,Henry,2015-04-12 13:54:00,Adoption,,Dog,Neutered Male,3 months,Chihuahua Shorthair Mix,Black/Tan,2015,4,6,90.0,Male,Yes,True,s
9636,A685872,Cassie,2014-08-20 15:01:00,Transfer,Partner,Cat,Intact Female,1 month,Domestic Shorthair Mix,Silver Lynx Point,2014,8,2,30.0,Female,No,True,u
9637,A704125,Lexie,2015-06-10 16:54:00,Return_to_owner,,Dog,Spayed Female,6 years,American Staffordshire Terrier Mix,Tan/White,2015,6,2,2190.0,Female,Yes,True,m
9638,A692067,Artie,2014-12-04 17:27:00,Transfer,Partner,Dog,Neutered Male,2 years,Great Dane Mix,Gray/White,2014,12,3,730.0,Male,Yes,True,l
9639,A680492,Dusty,2014-06-07 17:38:00,Adoption,,Dog,Spayed Female,4 months,Australian Shepherd/Anatol Shepherd,Yellow Brindle,2014,6,5,120.0,Female,Yes,False,m
9640,A682761,Shadow,2014-07-02 18:49:00,Return_to_owner,,Dog,Intact Male,2 years,Pit Bull Mix,Blue/White,2014,7,2,730.0,Male,No,True,m
9641,A699647,Chaquito,2015-06-30 13:09:00,Transfer,Partner,Dog,Neutered Male,3 years,Chihuahua Shorthair Mix,White/Black,2015,6,1,1095.0,Male,Yes,True,s
9642,A714783,,2015-10-28 09:00:00,Transfer,SCRP,Cat,Intact Male,2 years,Domestic Shorthair Mix,Orange Tabby/White,2015,10,2,730.0,Male,No,True,u
9643,A716327,Sasha,2015-12-17 15:40:00,Adoption,,Dog,Spayed Female,1 year,Labrador Retriever Mix,Brown,2015,12,3,365.0,Female,Yes,True,m
9644,A690526,Willa,2014-10-23 11:38:00,Return_to_owner,,Dog,Spayed Female,3 years,Pointer Mix,White/Black,2014,10,3,1095.0,Female,Yes,True,m
9645,A532406,Zoey,2014-09-22 18:16:00,Adoption,,Dog,Spayed Female,6 years,Toy Poodle,Black,2014,9,0,2190.0,Female,Yes,False,s
9646,A663887,Hooch,2013-10-01 15:07:00,Euthanasia,Medical,Dog,Neutered Male,3 years,Pit Bull Mix,Red/White,2013,10,1,1095.0,Male,Yes,True,m
9647,A664799,,2013-10-09 17:04:00,Transfer,Partner,Cat,Intact Female,4 weeks,Domestic Shorthair Mix,Brown Tabby/White,2013,10,2,28.0,Female,No,True,u
9648,A684824,Michonne,2014-08-06 14:23:00,Transfer,Partner,Cat,Intact Female,1 month,Domestic Shorthair Mix,Black/White,2014,8,2,30.0,Female,No,True,u
9649,A666769,Willie,2013-11-27 14:32:00,Transfer,Partner,Dog,Intact Male,2 years,Pit Bull Mix,Brown Brindle/White,2013,11,2,730.0,Male,No,True,m
9650,A716755,Princess,2015-12-06 19:05:00,Adoption,,Dog,Spayed Female,1 year,Maltese/Miniature Poodle,White,2015,12,6,365.0,Female,Yes,False,s
9651,A669817,Jj,2014-02-09 15:58:00,Adoption,,Cat,Intact Male,2 months,Domestic Shorthair Mix,White/Black,2014,2,6,60.0,Male,No,True,u
9652,A671549,Nitro,2014-02-05 16:08:00,Return_to_owner,,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Black/White,2014,2,2,730.0,Male,Yes,True,u
9653,A697894,,2015-03-03 11:40:00,Transfer,Partner,Cat,Unknown,3 days,Domestic Shorthair Mix,Black,2015,3,1,3.0,,,True,u
9654,A708044,,2015-07-26 15:22:00,Transfer,Partner,Dog,Neutered Male,3 years,Pomeranian Mix,Red,2015,7,6,1095.0,Male,Yes,True,s
9655,A706561,,2015-07-07 18:32:00,Adoption,,Dog,Spayed Female,2 months,Pointer Mix,Black/White,2015,7,1,60.0,Female,Yes,True,m
9656,A689497,Kit Kat,2014-10-05 11:52:00,Return_to_owner,,Dog,Spayed Female,4 years,Yorkshire Terrier/Miniature Poodle,Brown/Black,2014,10,6,1460.0,Female,Yes,False,s
9657,A687536,,2014-09-06 12:10:00,Transfer,Partner,Cat,Intact Male,1 week,Domestic Shorthair Mix,Brown Tabby,2014,9,5,7.0,Male,No,True,u
9658,A695049,,2015-01-13 14:43:00,Transfer,Partner,Cat,Spayed Female,6 months,Domestic Shorthair Mix,Torbie,2015,1,1,180.0,Female,Yes,True,u
9659,A697336,Patrick,2015-03-03 11:29:00,Return_to_owner,,Dog,Intact Male,2 years,Miniature Pinscher,Black/Brown,2015,3,1,730.0,Male,No,False,s
9660,A692433,,2014-11-20 14:42:00,Euthanasia,Suffering,Dog,Intact Male,8 months,Chihuahua Shorthair Mix,Tricolor,2014,11,3,240.0,Male,No,True,s
9661,A709334,Larry,2016-02-20 13:49:00,Adoption,,Cat,Neutered Male,3 years,Domestic Shorthair Mix,Orange Tabby,2016,2,5,1095.0,Male,Yes,True,u
9662,A697354,,2015-02-22 12:56:00,Euthanasia,Suffering,Cat,Intact Male,4 years,Domestic Shorthair Mix,Black/White,2015,2,6,1460.0,Male,No,True,u
9663,A696905,,2015-02-18 11:37:00,Transfer,Partner,Dog,Spayed Female,10 years,Shih Tzu Mix,White,2015,2,2,3650.0,Female,Yes,True,s
9664,A702921,Agatha,2015-05-24 17:30:00,Adoption,,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Brown Tabby,2015,5,6,365.0,Female,Yes,True,u
9665,A710767,,2015-08-28 09:00:00,Transfer,SCRP,Cat,Intact Female,3 months,Domestic Shorthair Mix,Blue Tabby,2015,8,4,90.0,Female,No,True,u
9666,A690534,Edward,2014-11-20 12:36:00,Transfer,Partner,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby,2014,11,3,60.0,Male,Yes,True,u
9667,A699586,Max,2015-03-30 18:40:00,Return_to_owner,,Cat,Intact Male,2 years,Sphynx,Brown Tabby/White,2015,3,0,730.0,Male,No,False,u
9668,A708792,Faith,2015-08-04 12:44:00,Return_to_owner,,Dog,Spayed Female,10 years,Bichon Frise Mix,White,2015,8,1,3650.0,Female,Yes,True,s
9669,A692266,,2014-11-19 10:30:00,Transfer,Partner,Cat,Intact Male,4 weeks,Domestic Shorthair Mix,Black,2014,11,2,28.0,Male,No,True,u
9670,A708084,Ozzie,2015-09-15 14:07:00,Transfer,Partner,Dog,Neutered Male,2 years,Rottweiler/Beagle,Black,2015,9,1,730.0,Male,Yes,False,m
9671,A718843,,2016-01-14 16:08:00,Transfer,,Dog,Spayed Female,7 years,Pug Mix,White/Tan,2016,1,3,2555.0,Female,Yes,True,s
9672,A665750,Levi,2013-10-26 18:04:00,Adoption,,Dog,Intact Male,2 months,Anatol Shepherd Mix,Red/White,2013,10,5,60.0,Male,No,True,l
9673,A690086,Charlotte,2014-10-20 18:41:00,Adoption,,Dog,Spayed Female,5 months,Australian Shepherd Mix,Brown/White,2014,10,0,150.0,Female,Yes,True,m
9674,A626351,Cleo,2015-02-28 19:12:00,Adoption,,Dog,Spayed Female,5 years,Pit Bull Mix,Tan/White,2015,2,5,1825.0,Female,Yes,True,m
9675,A704005,Petunia,2015-07-18 15:09:00,Adoption,Foster,Cat,Spayed Female,2 months,Siamese Mix,Lynx Point,2015,7,5,60.0,Female,Yes,True,u
9676,A706402,Pia,2015-07-26 18:48:00,Adoption,,Dog,Spayed Female,2 years,Bulldog Mix,Brown/Black,2015,7,6,730.0,Female,Yes,True,m
9677,A664780,Jade,2013-10-21 11:20:00,Adoption,,Dog,Spayed Female,6 months,Labrador Retriever/Black/Tan Hound,Black,2013,10,0,180.0,Female,Yes,False,m
9678,A667028,Mike,2013-11-30 17:43:00,Adoption,,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Orange Tabby,2013,11,5,365.0,Male,Yes,True,u
9679,A700336,Fluffy,2015-04-19 17:52:00,Transfer,Partner,Dog,Spayed Female,7 years,Chihuahua Longhair Mix,Tricolor,2015,4,6,2555.0,Female,Yes,True,s
9680,A711731,,2015-09-11 00:00:00,Transfer,Partner,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Brown Tabby/White,2015,9,4,14.0,Male,No,True,u
9681,A718139,Rudolph,2016-01-29 15:36:00,Adoption,,Cat,Neutered Male,1 month,Domestic Shorthair Mix,Black,2016,1,4,30.0,Male,Yes,True,u
9682,A710678,Mocha,2015-10-18 17:08:00,Adoption,,Cat,Spayed Female,8 years,Domestic Longhair Mix,Tortie,2015,10,6,2920.0,Female,Yes,True,u
9683,A716583,Molly,2015-11-21 15:25:00,Return_to_owner,,Dog,Intact Female,1 year,Chihuahua Shorthair Mix,Red,2015,11,5,365.0,Female,No,True,s
9684,A712647,Cooper,2015-09-26 12:43:00,Return_to_owner,,Dog,Neutered Male,4 years,Shih Tzu Mix,White,2015,9,5,1460.0,Male,Yes,True,s
9685,A688090,,2014-09-19 14:35:00,Transfer,Partner,Cat,Intact Male,1 month,Domestic Shorthair Mix,Blue,2014,9,4,30.0,Male,No,True,u
9686,A666350,Bailey,2013-10-31 17:26:00,Return_to_owner,,Dog,Neutered Male,11 months,Miniature Poodle Mix,White,2013,10,3,330.0,Male,Yes,True,s
9687,A713269,Sofia,2015-10-11 18:09:00,Adoption,,Dog,Spayed Female,2 months,German Shepherd Mix,Tan/White,2015,10,6,60.0,Female,Yes,True,l
9688,A683834,,2014-07-16 09:00:00,Transfer,SCRP,Cat,Intact Female,2 years,Manx/Domestic Shorthair,Brown Tabby,2014,7,2,730.0,Female,No,False,u
9689,A670693,Milhouse,2014-01-17 17:43:00,Adoption,,Dog,Neutered Male,1 year,Cardigan Welsh Corgi Mix,Black Smoke/White,2014,1,4,365.0,Male,Yes,True,m
9690,A703850,,2015-05-31 14:54:00,Transfer,Partner,Dog,Intact Male,5 days,American Bulldog Mix,White/Black,2015,5,6,5.0,Male,No,True,l
9691,A680587,Juniper,2014-06-17 14:00:00,Adoption,,Cat,Neutered Male,4 months,Domestic Shorthair Mix,Black,2014,6,1,120.0,Male,Yes,True,u
9692,A666073,Jil,2013-10-30 15:14:00,Transfer,Partner,Cat,Intact Female,4 weeks,Siamese Mix,Lynx Point,2013,10,2,28.0,Female,No,True,u
9693,A687318,Ziggy,2014-09-13 15:26:00,Adoption,,Cat,Spayed Female,2 years,Domestic Longhair Mix,Black,2014,9,5,730.0,Female,Yes,True,u
9694,A652954,Max,2014-02-03 11:40:00,Adoption,,Dog,Neutered Male,1 year,German Shepherd/Labrador Retriever,Brown/Black,2014,2,0,365.0,Male,Yes,False,l
9695,A709402,Scruffles,2015-08-08 16:44:00,Return_to_owner,,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Calico,2015,8,5,730.0,Female,Yes,True,u
9696,A665562,,2013-10-28 17:21:00,Died,In Kennel,Dog,Intact Female,2 years,Chihuahua Shorthair Mix,Tan,2013,10,0,730.0,Female,No,True,s
9697,A716648,Blaze,2015-12-23 13:37:00,Transfer,Partner,Cat,Neutered Male,4 months,Domestic Shorthair Mix,Blue/White,2015,12,2,120.0,Male,Yes,True,u
9698,A700344,,2015-04-12 13:41:00,Transfer,Partner,Cat,Unknown,1 day,Domestic Shorthair Mix,Brown Tabby,2015,4,6,1.0,,,True,u
9699,A691045,Patches,2014-10-29 16:10:00,Return_to_owner,,Dog,Neutered Male,14 years,Labrador Retriever/Pointer,White/Black,2014,10,2,5110.0,Male,Yes,False,m
9700,A719209,Blacky,2016-01-21 11:09:00,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Black,2016,1,3,90.0,Female,Yes,True,u
9701,A687583,Magilla,2014-09-13 15:59:00,Adoption,,Dog,Neutered Male,4 years,Pit Bull/Mastiff,Brown,2014,9,5,1460.0,Male,Yes,False,m
9702,A695175,Sugar,2015-01-14 13:37:00,Transfer,Partner,Dog,Spayed Female,5 years,Boxer Mix,Brown/White,2015,1,2,1825.0,Female,Yes,True,m
9703,A681159,Ting Ting,2014-06-23 13:03:00,Transfer,Partner,Cat,Intact Female,2 months,Domestic Shorthair Mix,Tortie,2014,6,0,60.0,Female,No,True,u
9704,A687398,,2014-09-08 17:38:00,Transfer,Partner,Dog,Intact Female,3 years,Rat Terrier Mix,White/Brown,2014,9,0,1095.0,Female,No,True,s
9705,A678597,Bruno,2014-06-17 13:50:00,Transfer,Partner,Cat,Neutered Male,6 years,Domestic Medium Hair Mix,Orange Tabby/White,2014,6,1,2190.0,Male,Yes,True,u
9706,A689728,,2014-10-16 16:50:00,Euthanasia,Behavior,Dog,Intact Female,3 years,Pit Bull Mix,Blue/White,2014,10,3,1095.0,Female,No,True,m
9707,A686842,Herman,2014-09-07 15:49:00,Euthanasia,Aggressive,Dog,Neutered Male,2 years,Staffordshire,Fawn/White,2014,9,6,730.0,Male,Yes,False,m
9708,A680889,Hansel,2014-06-14 12:26:00,Adoption,,Dog,Neutered Male,1 year,Dachshund Mix,Red,2014,6,5,365.0,Male,Yes,True,s
9709,A720153,Mitchell,2016-02-09 16:31:00,Transfer,Partner,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Torbie,2016,2,1,365.0,Male,Yes,True,u
9710,A667421,,2013-11-19 18:58:00,Transfer,Partner,Dog,Intact Male,1 month,German Shepherd Mix,Black/Tan,2013,11,1,30.0,Male,No,True,l
9711,A687894,Lina,2014-12-04 17:24:00,Transfer,Partner,Dog,Spayed Female,2 years,Australian Kelpie/Blue Lacy,Blue,2014,12,3,730.0,Female,Yes,False,m
9712,A699683,Bruno,2015-04-01 11:58:00,Return_to_owner,,Dog,Intact Male,4 years,Boxer,Brown Brindle/White,2015,4,2,1460.0,Male,No,False,m
9713,A683336,Rosie,2014-07-14 13:32:00,Adoption,,Dog,Spayed Female,1 year,Chihuahua Shorthair Mix,Black/White,2014,7,0,365.0,Female,Yes,True,s
9714,A678658,Killer,2014-05-22 15:42:00,Adoption,,Dog,Neutered Male,4 years,Chihuahua Shorthair Mix,Brown/White,2014,5,3,1460.0,Male,Yes,True,s
9715,A665681,,2013-10-29 17:22:00,Adoption,,Dog,Neutered Male,2 months,Chihuahua Shorthair Mix,Tan/White,2013,10,1,60.0,Male,Yes,True,s
9716,A542056,T.T.,2014-11-05 12:03:00,Transfer,Partner,Cat,Spayed Female,5 years,Siamese Mix,Calico Point,2014,11,2,1825.0,Female,Yes,True,u
9717,A711820,Tuxedo,2015-11-09 17:17:00,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Black/White,2015,11,0,90.0,Male,Yes,True,u
9718,A682683,Nadia,2014-07-16 17:44:00,Adoption,,Cat,Spayed Female,1 month,Domestic Shorthair Mix,Black/White,2014,7,2,30.0,Female,Yes,True,u
9719,A674155,Toby,2014-03-09 17:22:00,Return_to_owner,,Dog,Neutered Male,1 year,Maltese Mix,White,2014,3,6,365.0,Male,Yes,True,s
9720,A714596,Cooper,2015-10-31 00:00:00,Adoption,,Dog,Neutered Male,1 year,Boxer Mix,White/Black,2015,10,5,365.0,Male,Yes,True,m
9721,A679405,,2014-05-25 16:57:00,Adoption,,Dog,Spayed Female,8 months,Australian Kelpie/Australian Shepherd,Brown/Black,2014,5,6,240.0,Female,Yes,False,m
9722,A717462,,2015-12-21 14:41:00,Transfer,Partner,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Brown Tabby/White,2015,12,0,730.0,Female,Yes,True,u
9723,A676887,Mutt,2014-04-29 17:04:00,Return_to_owner,,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Black/White,2014,4,1,365.0,Female,Yes,True,u
9724,A667754,Littlejerry,2013-11-29 14:09:00,Transfer,Partner,Dog,Neutered Male,1 year,Chihuahua Shorthair,Fawn/White,2013,11,4,365.0,Male,Yes,False,s
9725,A666364,Little Bit,2013-11-10 16:04:00,Return_to_owner,,Dog,Spayed Female,6 years,Dachshund Mix,Brown,2013,11,6,2190.0,Female,Yes,True,s
9726,A718964,Shadow,2016-01-11 14:44:00,Return_to_owner,,Cat,Spayed Female,5 months,Domestic Shorthair Mix,Black,2016,1,0,150.0,Female,Yes,True,u
9727,A689757,Brik,2014-10-18 12:56:00,Return_to_owner,,Dog,Neutered Male,2 years,Australian Cattle Dog Mix,Red/White,2014,10,5,730.0,Male,Yes,True,m
9728,A693824,,2014-12-15 12:12:00,Euthanasia,Suffering,Cat,Intact Female,1 year,Domestic Shorthair Mix,Brown Tabby,2014,12,0,365.0,Female,No,True,u
9729,A710190,Aslan,2015-08-24 18:07:00,Adoption,,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Brown Tabby,2015,8,0,365.0,Male,Yes,True,u
9730,A709145,,2015-08-07 11:44:00,Died,In Kennel,Dog,Intact Female,1 week,Chihuahua Shorthair Mix,Black/Tan,2015,8,4,7.0,Female,No,True,s
9731,A674170,Anubis,2014-03-15 17:49:00,Transfer,Partner,Dog,Neutered Male,8 months,Chihuahua Shorthair Mix,Brown/Black,2014,3,5,240.0,Male,Yes,True,s
9732,A718510,Blue Boy,2016-01-07 16:31:00,Return_to_owner,,Dog,Neutered Male,2 years,Pit Bull Mix,Blue/White,2016,1,3,730.0,Male,Yes,True,m
9733,A692499,Leah,2014-11-23 18:34:00,Return_to_owner,,Dog,Spayed Female,3 years,Shih Tzu Mix,Black,2014,11,6,1095.0,Female,Yes,True,s
9734,A634982,Max,2015-11-25 12:11:00,Return_to_owner,,Cat,Neutered Male,7 years,Domestic Shorthair Mix,Black/White,2015,11,2,2555.0,Male,Yes,True,u
9735,A695632,Camila,2015-01-20 17:32:00,Return_to_owner,,Dog,Spayed Female,1 year,Chihuahua Shorthair Mix,White/Brown,2015,1,1,365.0,Female,Yes,True,s
9736,A680675,,2014-06-05 18:15:00,Transfer,Partner,Cat,Unknown,2 days,Domestic Shorthair Mix,Brown Tabby,2014,6,3,2.0,,,True,u
9737,A712729,Paisley,2015-11-20 11:10:00,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Black/White,2015,11,4,60.0,Female,Yes,True,u
9738,A695623,Starlit,2015-01-25 11:47:00,Adoption,,Dog,Spayed Female,1 year,Chihuahua Shorthair,Tan,2015,1,6,365.0,Female,Yes,False,s
9739,A683014,Ann,2014-07-09 14:47:00,Transfer,Partner,Cat,Intact Female,1 month,Domestic Shorthair Mix,Brown Tabby,2014,7,2,30.0,Female,No,True,u
9740,A696409,Hans,2015-02-09 18:46:00,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black,2015,2,0,60.0,Male,Yes,True,u
9741,A673686,Iris,2014-03-16 14:56:00,Transfer,Partner,Dog,Intact Female,2 years,Staffordshire Mix,Gold/White,2014,3,6,730.0,Female,No,True,m
9742,A701274,Speck,2015-04-27 18:05:00,Return_to_owner,,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Calico,2015,4,0,365.0,Female,Yes,True,u
9743,A670712,Ferdinand,2014-01-28 16:21:00,Transfer,Partner,Cat,Neutered Male,2 years,Domestic Medium Hair Mix,Black/White,2014,1,1,730.0,Male,Yes,True,u
9744,A684781,Ms. Whiskers,2014-08-03 17:17:00,Adoption,,Cat,Intact Female,1 month,Domestic Shorthair Mix,Calico,2014,8,6,30.0,Female,No,True,u
